trip_id,vehicle_id,started_at,completed_at,pickup_zone,dropoff_zone,distance_miles,duration_seconds,delivery_status,fare_amount
T000232,V029,2026-09-04T19:47:00+00:00,2026-09-04T20:37:21+00:00,east,east,8.27,3021,completed,39.01
T000233,V026,2026-09-13T09:09:00+00:00,2026-09-13T09:38:03+00:00,east,east,4.87,1743,completed,5.58
T000234,V034,2026-09-05T13:36:00+00:00,2026-09-05T14:14:04+00:00,west,central,2.56,2284,cancelled,46.95
T000235,V019,2026-09-06T05:11:00+00:00,2026-09-06T05:56:46+00:00,west,south,2.65,2746,completed,31.57
T000236,V021,2026-09-11T11:05:00+00:00,2026-09-11T11:14:59+00:00,east,north,10.12,599,cancelled,58.37
T000237,V012,2026-09-04T22:01:00+00:00,2026-09-04T22:53:35+00:00,east,central,4.42,3155,completed,52.32
T000238,V032,2026-09-06T17:17:00+00:00,2026-09-06T18:14:57+00:00,north,east,10.2,3477,cancelled,32.51
T000239,V040,2026-09-13T21:16:00+00:00,2026-09-13T21:28:51+00:00,north,north,5.91,771,in_progress,47.85
T000240,V027,2026-09-13T07:05:00+00:00,2026-09-13T07:37:02+00:00,central,north,2.69,1922,cancelled,43.18
T000241,V034,2026-09-11T13:44:00+00:00,2026-09-11T14:19:48+00:00,east,south,15.86,2148,in_progress,43.03
T000242,V009,2026-09-05T11:22:00+00:00,2026-09-05T12:18:24+00:00,west,central,16.44,3384,completed,54.71
T000243,V020,2026-09-13T02:57:00+00:00,2026-09-13T03:11:26+00:00,south,south,6.15,866,in_progress,17.75
T000244,V006,2026-09-13T03:23:00+00:00,2026-09-13T03:46:23+00:00,east,south,11.61,1403,in_progress,20.74
T000245,V035,2026-09-08T05:22:00+00:00,2026-09-08T06:07:56+00:00,north,central,11.72,2756,in_progress,61.44
T000246,V040,2026-09-04T20:12:00+00:00,2026-09-04T20:27:41+00:00,central,east,15.24,941,in_progress,6.51
T000247,V003,2026-09-01T23:29:00+00:00,2026-09-01T23:38:32+00:00,central,east,11.89,572,in_progress,29.41
T000248,V035,2026-09-02T00:32:00+00:00,2026-09-02T01:09:59+00:00,east,east,8.95,2279,in_progress,28.77
T000249,V004,2026-09-11T15:41:00+00:00,2026-09-11T15:49:58+00:00,south,west,7.77,538,cancelled,16.45
T000250,V021,2026-09-15T03:19:00+00:00,2026-09-15T03:32:48+00:00,east,east,17.57,828,completed,50.4
T000251,V007,2026-09-13T01:14:00+00:00,2026-09-13T01:56:20+00:00,east,south,8.66,2540,cancelled,31.43
T000252,V004,2026-09-04T12:56:00+00:00,2026-09-04T13:06:36+00:00,east,west,15.62,636,cancelled,19.14
T000253,V021,2026-09-04T23:13:00+00:00,2026-09-05T00:12:32+00:00,central,east,3.82,3572,completed,34.39
T000254,V032,2026-09-13T01:06:00+00:00,2026-09-13T01:41:52+00:00,east,west,0.91,2152,cancelled,34.83
T000255,V038,2026-09-06T19:28:00+00:00,2026-09-06T19:46:41+00:00,east,north,1.38,1121,cancelled,40.45
T000256,V035,2026-09-12T01:00:00+00:00,2026-09-12T01:23:30+00:00,north,north,8.04,1410,cancelled,48.38
T000257,V003,2026-09-10T12:13:00+00:00,2026-09-10T12:41:58+00:00,west,north,10.48,1738,completed,26.11
T000258,V025,2026-09-07T21:36:00+00:00,2026-09-07T21:45:01+00:00,central,west,13.88,541,cancelled,54.34
T000259,V009,2026-09-15T05:42:00+00:00,2026-09-15T05:54:06+00:00,north,west,7.03,726,cancelled,38.03
T000260,V010,2026-09-09T15:40:00+00:00,2026-09-09T16:35:32+00:00,south,central,9.41,3332,in_progress,6.46
T000261,V022,2026-09-02T05:15:00+00:00,2026-09-02T05:28:21+00:00,west,central,8.5,801,in_progress,58.48
T000262,V040,2026-09-04T12:20:00+00:00,2026-09-04T12:46:23+00:00,east,south,7.38,1583,in_progress,49.1
T000263,V022,2026-09-08T03:25:00+00:00,2026-09-08T04:09:31+00:00,central,central,9.82,2671,in_progress,38.34
T000264,V002,2026-09-12T03:21:00+00:00,2026-09-12T04:20:41+00:00,east,east,12.29,3581,cancelled,39.61
T000265,V031,2026-09-01T22:33:00+00:00,2026-09-01T23:17:44+00:00,east,central,10.61,2684,in_progress,7.13
T000266,V034,2026-09-12T06:23:00+00:00,2026-09-12T06:38:38+00:00,central,west,3.09,938,in_progress,18.77
T000267,V008,2026-09-14T08:41:00+00:00,2026-09-14T09:32:49+00:00,south,north,8.22,3109,cancelled,13.24
T000268,V033,2026-09-05T23:21:00+00:00,2026-09-05T23:53:00+00:00,central,west,15.77,1920,in_progress,48.37
T000269,V014,2026-09-04T11:24:00+00:00,2026-09-04T12:03:24+00:00,central,east,17.97,2364,cancelled,36.05
T000270,V030,2026-09-08T11:21:00+00:00,2026-09-08T11:36:49+00:00,central,east,10.06,949,in_progress,51.09
T000271,V031,2026-09-07T08:22:00+00:00,2026-09-07T09:07:38+00:00,south,south,5.38,2738,cancelled,17.72
T000272,V019,2026-09-08T02:32:00+00:00,2026-09-08T03:28:38+00:00,south,west,6.05,3398,cancelled,38.19
T000273,V008,2026-09-07T13:20:00+00:00,2026-09-07T13:43:38+00:00,central,central,7.14,1418,cancelled,53.92
T000274,V003,2026-09-04T15:59:00+00:00,2026-09-04T16:22:49+00:00,east,north,6.56,1429,cancelled,44.01
T000275,V013,2026-09-12T05:38:00+00:00,2026-09-12T05:56:36+00:00,central,east,16.83,1116,in_progress,20.57
T000276,V038,2026-09-03T19:39:00+00:00,2026-09-03T20:25:01+00:00,south,south,1.39,2761,in_progress,17.77
T000277,V007,2026-09-06T15:09:00+00:00,2026-09-06T15:16:35+00:00,west,east,13.05,455,completed,45.55
T000278,V036,2026-09-04T11:04:00+00:00,2026-09-04T11:08:21+00:00,south,west,11.93,261,cancelled,33.12
T000279,V019,2026-09-05T20:55:00+00:00,2026-09-05T21:50:36+00:00,east,east,11.8,3336,completed,43.79
T000280,V003,2026-09-06T14:49:00+00:00,2026-09-06T15:29:31+00:00,south,west,15.94,2431,completed,60.97
T000281,V032,2026-09-02T03:50:00+00:00,2026-09-02T04:21:06+00:00,south,east,15.84,1866,completed,22.2
T000282,V022,2026-09-15T01:11:00+00:00,2026-09-15T01:22:19+00:00,east,west,17.81,679,in_progress,35.98
T000283,V030,2026-09-04T09:17:00+00:00,2026-09-04T09:55:25+00:00,east,south,14.65,2305,cancelled,13.91
T000284,V017,2026-09-11T18:37:00+00:00,2026-09-11T19:25:15+00:00,south,north,13.39,2895,cancelled,38.63
T000285,V040,2026-09-05T17:29:00+00:00,2026-09-05T17:44:58+00:00,west,west,9.52,958,completed,28.45
T000286,V009,2026-09-03T12:05:00+00:00,2026-09-03T12:21:36+00:00,west,east,16.88,996,completed,19.91
T000287,V018,2026-09-06T16:37:00+00:00,2026-09-06T17:11:29+00:00,east,east,10.69,2069,in_progress,4.7
T000288,V016,2026-09-09T12:21:00+00:00,2026-09-09T13:12:17+00:00,north,north,8.64,3077,completed,28.73
T000289,V020,2026-09-12T18:26:00+00:00,2026-09-12T19:18:01+00:00,north,east,6.93,3121,completed,17.37
T000290,V010,2026-09-04T08:56:00+00:00,2026-09-04T09:32:38+00:00,west,central,7.04,2198,in_progress,37.5
T000291,V035,2026-09-12T01:08:00+00:00,2026-09-12T02:03:42+00:00,south,south,12.41,3342,in_progress,57.26
T000292,V029,2026-09-03T04:42:00+00:00,2026-09-03T05:21:52+00:00,central,east,1.87,2392,in_progress,10.84
T000293,V013,2026-09-13T19:05:00+00:00,2026-09-13T19:43:30+00:00,central,central,3.12,2310,cancelled,56.12
T000294,V014,2026-09-11T09:18:00+00:00,2026-09-11T09:29:56+00:00,central,west,2.09,716,in_progress,31.17
T000295,V009,2026-09-02T14:23:00+00:00,2026-09-02T14:57:57+00:00,central,west,8.49,2097,completed,38.09
T000296,V002,2026-09-08T08:18:00+00:00,2026-09-08T09:11:22+00:00,west,east,14.79,3202,in_progress,17.29
T000297,V028,2026-09-02T23:53:00+00:00,2026-09-03T00:00:05+00:00,east,north,9.97,425,completed,61.01
T000298,V003,2026-09-02T21:41:00+00:00,2026-09-02T22:17:13+00:00,east,west,3.65,2173,completed,50.72
T000299,V025,2026-09-10T21:34:00+00:00,2026-09-10T22:03:33+00:00,west,west,7.07,1773,in_progress,62.81
T000300,V023,2026-09-13T14:31:00+00:00,2026-09-13T14:44:04+00:00,north,south,17.87,784,cancelled,36.26
T000301,V002,2026-09-06T09:37:00+00:00,2026-09-06T09:41:14+00:00,east,west,12.29,254,in_progress,29.87
T000302,V016,2026-09-09T23:08:00+00:00,2026-09-09T23:27:40+00:00,west,east,3.21,1180,completed,61.18
T000303,V027,2026-09-03T21:37:00+00:00,2026-09-03T21:43:11+00:00,central,north,4.71,371,completed,10.15
T000304,V039,2026-09-02T02:20:00+00:00,2026-09-02T02:54:28+00:00,north,south,13.46,2068,cancelled,30.78
T000305,V004,2026-09-13T14:46:00+00:00,2026-09-13T15:04:49+00:00,south,central,17.89,1129,completed,53.76
T000306,V037,2026-09-14T10:37:00+00:00,2026-09-14T11:02:46+00:00,central,east,4.65,1546,completed,64.13
T000307,V027,2026-09-13T04:40:00+00:00,2026-09-13T04:59:05+00:00,east,east,1.57,1145,in_progress,57.66
T000308,V028,2026-09-05T07:38:00+00:00,2026-09-05T08:24:44+00:00,central,west,1.32,2804,cancelled,61.44
T000309,V034,2026-09-10T00:09:00+00:00,2026-09-10T01:06:38+00:00,east,west,7.64,3458,cancelled,26.96
T000310,V016,2026-09-13T13:46:00+00:00,2026-09-13T14:22:19+00:00,south,east,15.51,2179,completed,53.15
T000311,V027,2026-09-02T15:28:00+00:00,2026-09-02T16:10:23+00:00,west,central,9.77,2543,cancelled,18.81
T000312,V006,2026-09-05T23:02:00+00:00,2026-09-05T23:28:32+00:00,west,east,2.12,1592,in_progress,54.59
T000313,V025,2026-09-02T12:08:00+00:00,2026-09-02T12:30:19+00:00,central,central,1.19,1339,completed,15.48
T000314,V036,2026-09-14T16:53:00+00:00,2026-09-14T17:46:26+00:00,south,west,4.16,3206,cancelled,22.49
T000315,V013,2026-09-01T16:22:00+00:00,2026-09-01T16:40:27+00:00,north,west,16.5,1107,in_progress,40.87
T000316,V016,2026-09-05T23:41:00+00:00,2026-09-06T00:12:04+00:00,central,east,14.07,1864,cancelled,32.44
T000317,V017,2026-09-09T12:12:00+00:00,2026-09-09T12:37:03+00:00,east,central,15.95,1503,cancelled,10.02
T000318,V021,2026-09-12T00:24:00+00:00,2026-09-12T01:19:59+00:00,south,east,5.98,3359,completed,38.31
T000319,V010,2026-09-06T08:50:00+00:00,2026-09-06T09:44:36+00:00,north,east,10.18,3276,in_progress,39.33
T000320,V010,2026-09-10T20:03:00+00:00,2026-09-10T20:27:09+00:00,south,east,4.53,1449,in_progress,54.84
T000321,V022,2026-09-12T16:41:00+00:00,2026-09-12T17:22:35+00:00,east,west,17.41,2495,in_progress,49.12
T000322,V023,2026-09-11T19:40:00+00:00,2026-09-11T19:55:29+00:00,south,south,13.11,929,cancelled,15.23
T000323,V004,2026-09-13T16:04:00+00:00,2026-09-13T16:51:48+00:00,central,north,15.18,2868,completed,61.66
T000324,V001,2026-09-02T10:29:00+00:00,2026-09-02T11:25:10+00:00,west,south,15.24,3370,completed,8.15
T000325,V014,2026-09-04T18:28:00+00:00,2026-09-04T18:32:37+00:00,central,west,7.03,277,in_progress,42.9
T000326,V032,2026-09-12T07:53:00+00:00,2026-09-12T08:42:00+00:00,north,north,9.81,2940,cancelled,4.72
T000327,V018,2026-09-13T09:07:00+00:00,2026-09-13T10:00:18+00:00,central,east,0.8,3198,in_progress,45.12
T000328,V007,2026-09-05T09:54:00+00:00,2026-09-05T10:05:18+00:00,central,south,4.72,678,in_progress,36.11
T000329,V026,2026-09-09T09:34:00+00:00,2026-09-09T09:56:14+00:00,north,east,17.29,1334,cancelled,38.47
T000330,V006,2026-09-06T11:20:00+00:00,2026-09-06T11:44:28+00:00,north,north,7.59,1468,cancelled,37.71
T000331,V001,2026-09-02T14:38:00+00:00,2026-09-02T15:25:28+00:00,south,north,9.25,2848,cancelled,43.34
T000332,V007,2026-09-08T20:55:00+00:00,2026-09-08T21:37:37+00:00,central,north,4.52,2557,in_progress,58.14
T000333,V003,2026-09-12T03:41:00+00:00,2026-09-12T04:03:30+00:00,north,east,16.24,1350,in_progress,44.14
T000334,V002,2026-09-05T09:57:00+00:00,2026-09-05T10:22:28+00:00,south,central,3.02,1528,in_progress,54.08
T000335,V011,2026-09-03T02:01:00+00:00,2026-09-03T02:25:25+00:00,central,south,10.42,1465,cancelled,45.3
T000336,V025,2026-09-13T15:13:00+00:00,2026-09-13T15:39:38+00:00,south,north,9.26,1598,cancelled,7.28
T000337,V005,2026-09-11T06:42:00+00:00,2026-09-11T07:01:50+00:00,east,central,13.96,1190,in_progress,28.2
T000338,V018,2026-09-08T18:14:00+00:00,2026-09-08T18:20:01+00:00,west,west,4.49,361,in_progress,61.41
T000339,V038,2026-09-11T03:50:00+00:00,2026-09-11T04:06:40+00:00,west,north,14.01,1000,cancelled,52.68
T000340,V018,2026-09-03T00:08:00+00:00,2026-09-03T00:17:36+00:00,south,west,12.95,576,in_progress,13.41
T000341,V024,2026-09-10T04:47:00+00:00,2026-09-10T05:12:37+00:00,north,north,0.59,1537,cancelled,31.13
T000342,V009,2026-09-07T11:19:00+00:00,2026-09-07T11:29:58+00:00,north,south,8.04,658,in_progress,37.84
T000343,V002,2026-09-10T14:50:00+00:00,2026-09-10T15:01:03+00:00,north,east,10.2,663,in_progress,40.48
T000344,V001,2026-09-08T17:10:00+00:00,2026-09-08T17:40:17+00:00,east,west,7.29,1817,completed,48.22
T000345,V037,2026-09-14T01:34:00+00:00,2026-09-14T01:54:34+00:00,central,south,12.49,1234,completed,12.47
T000346,V032,2026-09-08T04:27:00+00:00,2026-09-08T04:49:19+00:00,south,north,3.43,1339,cancelled,29.69
T000347,V005,2026-09-12T08:27:00+00:00,2026-09-12T09:24:25+00:00,east,east,17.02,3445,in_progress,42.13
T000348,V013,2026-09-14T20:17:00+00:00,2026-09-14T21:03:05+00:00,west,north,2.87,2765,completed,61.88
T000349,V025,2026-09-08T21:26:00+00:00,2026-09-08T22:12:20+00:00,east,west,6.36,2780,in_progress,63.43
T000350,V021,2026-09-04T10:20:00+00:00,2026-09-04T10:44:30+00:00,central,south,8.88,1470,completed,62.84
T000351,V032,2026-09-08T14:17:00+00:00,2026-09-08T14:40:53+00:00,central,south,6.2,1433,cancelled,53.81
T000352,V008,2026-09-10T06:35:00+00:00,2026-09-10T07:03:55+00:00,central,south,10.86,1735,in_progress,14.98
T000353,V030,2026-09-13T20:25:00+00:00,2026-09-13T20:30:50+00:00,south,west,14.46,350,in_progress,8.22
T000354,V032,2026-09-10T15:26:00+00:00,2026-09-10T16:15:56+00:00,south,east,4.74,2996,in_progress,13.4
T000355,V025,2026-09-10T23:05:00+00:00,2026-09-11T00:02:52+00:00,north,west,17.84,3472,cancelled,39.52
T000356,V027,2026-09-13T11:50:00+00:00,2026-09-13T12:28:35+00:00,central,north,14.34,2315,cancelled,46.8
T000357,V006,2026-09-13T13:13:00+00:00,2026-09-13T13:57:32+00:00,north,south,12.01,2672,cancelled,14.15
T000358,V037,2026-09-15T06:36:00+00:00,2026-09-15T06:43:01+00:00,west,east,17.4,421,cancelled,10.46
T000359,V015,2026-09-03T13:51:00+00:00,2026-09-03T14:12:39+00:00,central,central,10.26,1299,in_progress,39.09
T000360,V026,2026-09-11T11:27:00+00:00,2026-09-11T11:56:32+00:00,west,central,12.58,1772,completed,25.04
T000361,V007,2026-09-01T21:24:00+00:00,2026-09-01T22:00:57+00:00,east,west,16.61,2217,completed,11.08
T000362,V020,2026-09-04T13:22:00+00:00,2026-09-04T13:49:46+00:00,east,west,14.22,1666,in_progress,33.46
T000363,V029,2026-09-12T04:02:00+00:00,2026-09-12T04:12:39+00:00,west,east,1.68,639,completed,53.42
T000364,V022,2026-09-03T22:51:00+00:00,2026-09-03T22:56:32+00:00,north,south,16.77,332,in_progress,18.88
T000365,V011,2026-09-05T07:16:00+00:00,2026-09-05T07:57:40+00:00,east,central,7.96,2500,cancelled,18.14
T000366,V012,2026-09-10T13:12:00+00:00,2026-09-10T13:58:59+00:00,south,west,7.42,2819,in_progress,41.46
T000367,V038,2026-09-05T19:45:00+00:00,2026-09-05T20:19:41+00:00,west,west,0.58,2081,completed,16.55
T000368,V007,2026-09-02T18:10:00+00:00,2026-09-02T18:53:24+00:00,central,south,6.9,2604,completed,31.91
T000369,V032,2026-09-07T07:16:00+00:00,2026-09-07T08:05:47+00:00,central,east,10.95,2987,in_progress,27.95
T000370,V023,2026-09-03T22:23:00+00:00,2026-09-03T22:50:45+00:00,west,central,3.52,1665,in_progress,47.07
T000371,V038,2026-09-08T02:26:00+00:00,2026-09-08T03:11:56+00:00,north,south,5.98,2756,completed,22.63
T000372,V010,2026-09-05T11:58:00+00:00,2026-09-05T12:27:29+00:00,central,west,7.82,1769,completed,39.06
T000373,V032,2026-09-10T23:02:00+00:00,2026-09-10T23:18:40+00:00,central,south,10.21,1000,cancelled,21.62
T000374,V029,2026-09-05T14:10:00+00:00,2026-09-05T14:35:28+00:00,central,north,15.65,1528,completed,33.56
T000375,V025,2026-09-05T18:33:00+00:00,2026-09-05T19:32:39+00:00,central,central,11.93,3579,cancelled,45.77
T000376,V029,2026-09-10T18:59:00+00:00,2026-09-10T19:51:28+00:00,west,south,1.95,3148,completed,52.55
T000377,V003,2026-09-06T08:26:00+00:00,2026-09-06T08:49:56+00:00,east,south,9.91,1436,completed,51.63
T000378,V032,2026-09-14T04:55:00+00:00,2026-09-14T05:49:41+00:00,central,central,2.48,3281,completed,20.34
T000379,V035,2026-09-13T16:36:00+00:00,2026-09-13T17:05:02+00:00,north,west,10.06,1742,cancelled,10.25
T000380,V003,2026-09-06T23:11:00+00:00,2026-09-06T23:35:19+00:00,west,east,6.6,1459,completed,30.78
T000381,V016,2026-09-04T00:06:00+00:00,2026-09-04T01:02:56+00:00,south,central,12.56,3416,in_progress,41.23
T000382,V040,2026-09-11T01:50:00+00:00,2026-09-11T02:05:19+00:00,south,south,14.74,919,completed,38.77
T000383,V039,2026-09-13T10:41:00+00:00,2026-09-13T11:04:11+00:00,central,south,6.16,1391,in_progress,21.85
T000384,V033,2026-09-14T08:47:00+00:00,2026-09-14T09:09:15+00:00,north,south,17.35,1335,cancelled,60.04
T000385,V009,2026-09-07T15:27:00+00:00,2026-09-07T16:15:46+00:00,south,south,3.06,2926,cancelled,54.54
T000386,V010,2026-09-10T06:28:00+00:00,2026-09-10T07:05:24+00:00,central,east,11.49,2244,cancelled,31.57
T000387,V033,2026-09-03T10:50:00+00:00,2026-09-03T11:21:30+00:00,east,east,8.46,1890,cancelled,23.96
T000388,V006,2026-09-01T09:21:00+00:00,2026-09-01T10:17:50+00:00,west,east,15.38,3410,in_progress,28.26
T000389,V032,2026-09-11T02:38:00+00:00,2026-09-11T02:56:27+00:00,east,east,15.0,1107,cancelled,37.39
T000390,V032,2026-09-04T07:19:00+00:00,2026-09-04T08:01:38+00:00,east,north,1.3,2558,in_progress,51.82
T000391,V008,2026-09-11T18:59:00+00:00,2026-09-11T19:04:06+00:00,south,west,8.49,306,cancelled,16.34
T000392,V020,2026-09-04T08:02:00+00:00,2026-09-04T08:50:22+00:00,south,east,2.13,2902,cancelled,19.27
T000393,V011,2026-09-09T19:04:00+00:00,2026-09-09T19:53:21+00:00,north,west,11.45,2961,in_progress,46.67
T000394,V006,2026-09-06T15:52:00+00:00,2026-09-06T16:25:18+00:00,north,north,4.23,1998,completed,12.09
T000395,V029,2026-09-06T11:31:00+00:00,2026-09-06T12:10:27+00:00,north,north,12.67,2367,completed,64.28
T000396,V009,2026-09-10T22:38:00+00:00,2026-09-10T23:29:22+00:00,west,north,4.51,3082,completed,48.58
T000397,V021,2026-09-03T15:56:00+00:00,2026-09-03T16:07:02+00:00,east,east,2.9,662,completed,43.14
T000398,V034,2026-09-04T14:01:00+00:00,2026-09-04T14:09:40+00:00,central,north,11.18,520,completed,30.85
T000399,V010,2026-09-06T04:21:00+00:00,2026-09-06T05:07:52+00:00,west,central,12.51,2812,completed,9.29
T000400,V008,2026-09-03T14:52:00+00:00,2026-09-03T15:05:33+00:00,central,west,6.65,813,cancelled,23.18
T000401,V018,2026-09-04T12:21:00+00:00,2026-09-04T12:41:54+00:00,north,south,10.18,1254,in_progress,47.99
T000402,V002,2026-09-07T19:36:00+00:00,2026-09-07T20:33:10+00:00,east,south,9.56,3430,in_progress,15.51
T000403,V004,2026-09-10T05:56:00+00:00,2026-09-10T06:20:10+00:00,south,west,7.25,1450,completed,34.47
T000404,V034,2026-09-14T20:21:00+00:00,2026-09-14T20:29:50+00:00,north,east,16.84,530,completed,27.6
T000405,V024,2026-09-14T06:24:00+00:00,2026-09-14T06:56:43+00:00,central,south,13.85,1963,completed,5.02
T000406,V017,2026-09-02T20:52:00+00:00,2026-09-02T20:56:56+00:00,south,north,16.65,296,cancelled,34.9
T000407,V027,2026-09-12T17:38:00+00:00,2026-09-12T18:34:22+00:00,west,west,1.94,3382,in_progress,36.8
T000408,V006,2026-09-04T19:23:00+00:00,2026-09-04T19:45:56+00:00,east,north,9.45,1376,completed,63.43
T000409,V021,2026-09-04T20:51:00+00:00,2026-09-04T21:31:37+00:00,west,central,11.6,2437,in_progress,45.54
T000410,V028,2026-09-02T20:06:00+00:00,2026-09-02T20:31:10+00:00,south,north,4.78,1510,cancelled,11.08
T000411,V004,2026-09-15T06:23:00+00:00,2026-09-15T07:08:33+00:00,east,south,2.59,2733,in_progress,12.37
T000412,V032,2026-09-01T14:11:00+00:00,2026-09-01T14:26:11+00:00,east,central,9.55,911,in_progress,19.81
T000413,V018,2026-09-09T19:05:00+00:00,2026-09-09T19:17:39+00:00,north,north,6.36,759,cancelled,20.59
T000414,V037,2026-09-02T18:52:00+00:00,2026-09-02T19:13:57+00:00,north,west,8.47,1317,cancelled,7.38
T000415,V024,2026-09-14T05:35:00+00:00,2026-09-14T05:50:23+00:00,south,east,14.03,923,in_progress,45.12
T000416,V033,2026-09-03T22:59:00+00:00,2026-09-03T23:18:35+00:00,north,north,15.53,1175,completed,18.92
T000417,V025,2026-09-12T01:38:00+00:00,2026-09-12T02:06:50+00:00,south,south,16.8,1730,completed,37.72
T000418,V021,2026-09-10T21:01:00+00:00,2026-09-10T21:20:19+00:00,south,west,16.53,1159,cancelled,20.55
T000419,V024,2026-09-03T02:32:00+00:00,2026-09-03T03:15:01+00:00,north,central,12.28,2581,completed,14.94
T000420,V026,2026-09-13T01:40:00+00:00,2026-09-13T01:47:08+00:00,north,west,15.66,428,cancelled,23.97
T000421,V001,2026-09-13T22:03:00+00:00,2026-09-13T22:38:10+00:00,east,south,5.6,2110,cancelled,49.11
T000422,V024,2026-09-06T20:28:00+00:00,2026-09-06T21:03:40+00:00,central,west,17.96,2140,completed,48.68
T000423,V016,2026-09-13T18:29:00+00:00,2026-09-13T19:24:54+00:00,south,north,16.82,3354,completed,18.21
T000424,V001,2026-09-09T05:11:00+00:00,2026-09-09T05:58:24+00:00,east,north,13.78,2844,cancelled,55.79
T000425,V014,2026-09-08T07:56:00+00:00,2026-09-08T08:07:05+00:00,central,south,7.85,665,completed,63.33
T000426,V018,2026-09-04T13:45:00+00:00,2026-09-04T14:37:34+00:00,north,north,16.62,3154,in_progress,29.2
T000427,V006,2026-09-09T19:25:00+00:00,2026-09-09T20:00:17+00:00,central,north,9.34,2117,in_progress,54.02
T000428,V037,2026-09-03T00:52:00+00:00,2026-09-03T01:36:24+00:00,north,west,12.09,2664,completed,18.44
T000429,V026,2026-09-07T06:32:00+00:00,2026-09-07T06:57:30+00:00,east,east,8.42,1530,completed,8.56
T000430,V038,2026-09-05T22:42:00+00:00,2026-09-05T22:55:17+00:00,north,south,2.35,797,cancelled,32.43
T000431,V035,2026-09-10T14:00:00+00:00,2026-09-10T14:12:14+00:00,east,south,8.41,734,cancelled,20.17
T000432,V011,2026-09-04T01:29:00+00:00,2026-09-04T01:39:10+00:00,east,central,1.21,610,cancelled,13.05
T000433,V026,2026-09-06T23:33:00+00:00,2026-09-07T00:01:17+00:00,central,north,12.35,1697,cancelled,54.03
T000434,V026,2026-09-05T06:57:00+00:00,2026-09-05T07:03:07+00:00,west,central,13.59,367,completed,9.78
T000435,V009,2026-09-03T15:39:00+00:00,2026-09-03T16:37:52+00:00,north,north,1.58,3532,completed,11.97
T000436,V006,2026-09-10T10:46:00+00:00,2026-09-10T11:15:24+00:00,central,central,5.03,1764,completed,5.33
T000437,V029,2026-09-02T19:12:00+00:00,2026-09-02T19:29:29+00:00,south,north,16.34,1049,cancelled,11.47
T000438,V011,2026-09-11T19:45:00+00:00,2026-09-11T19:52:27+00:00,central,west,14.88,447,cancelled,34.26
T000439,V028,2026-09-10T01:01:00+00:00,2026-09-10T01:51:38+00:00,south,east,4.26,3038,completed,20.77
T000440,V003,2026-09-11T11:34:00+00:00,2026-09-11T11:48:08+00:00,central,central,11.3,848,in_progress,22.0
T000441,V031,2026-09-10T17:00:00+00:00,2026-09-10T17:41:35+00:00,north,north,5.4,2495,completed,29.57
T000442,V035,2026-09-13T07:09:00+00:00,2026-09-13T07:30:00+00:00,north,west,14.18,1260,cancelled,33.26
T000443,V037,2026-09-12T08:41:00+00:00,2026-09-12T09:08:29+00:00,central,east,7.3,1649,completed,5.59
T000444,V002,2026-09-14T22:06:00+00:00,2026-09-14T22:24:57+00:00,east,north,14.65,1137,cancelled,36.3
T000445,V011,2026-09-14T14:56:00+00:00,2026-09-14T15:15:53+00:00,north,south,12.0,1193,cancelled,36.56
T000446,V015,2026-09-02T14:32:00+00:00,2026-09-02T15:28:09+00:00,central,west,6.71,3369,completed,14.74
T000447,V023,2026-09-14T19:35:00+00:00,2026-09-14T20:00:42+00:00,central,north,12.81,1542,cancelled,61.8
T000448,V037,2026-09-14T03:48:00+00:00,2026-09-14T04:01:42+00:00,south,west,9.99,822,completed,33.92
T000449,V015,2026-09-03T09:17:00+00:00,2026-09-03T09:24:50+00:00,central,south,0.85,470,cancelled,4.04
T000450,V009,2026-09-15T07:23:00+00:00,2026-09-15T07:40:45+00:00,east,south,16.58,1065,cancelled,7.63
T000451,V010,2026-09-04T16:40:00+00:00,2026-09-04T17:24:02+00:00,north,central,15.56,2642,completed,26.79
T000452,V007,2026-09-10T08:02:00+00:00,2026-09-10T08:46:00+00:00,east,east,6.15,2640,completed,48.67
T000453,V032,2026-09-11T06:35:00+00:00,2026-09-11T07:33:03+00:00,east,south,12.88,3483,in_progress,46.31
T000454,V023,2026-09-15T07:10:00+00:00,2026-09-15T08:07:43+00:00,south,central,14.75,3463,cancelled,22.72
T000455,V012,2026-09-08T00:50:00+00:00,2026-09-08T01:02:41+00:00,north,central,7.35,761,in_progress,5.98
T000456,V040,2026-09-15T00:59:00+00:00,2026-09-15T01:24:43+00:00,south,central,2.32,1543,cancelled,12.58
T000457,V023,2026-09-03T02:29:00+00:00,2026-09-03T02:49:14+00:00,east,south,11.63,1214,completed,54.12
T000458,V001,2026-09-08T23:21:00+00:00,2026-09-08T23:55:29+00:00,east,south,4.87,2069,completed,25.38
T000459,V001,2026-09-03T19:00:00+00:00,2026-09-03T19:53:10+00:00,north,west,8.17,3190,cancelled,63.12
T000460,V025,2026-09-10T18:06:00+00:00,2026-09-10T18:43:39+00:00,east,central,7.07,2259,cancelled,52.11
T000461,V015,2026-09-14T11:41:00+00:00,2026-09-14T12:29:26+00:00,south,west,1.79,2906,completed,21.99
T000462,V007,2026-09-08T14:03:00+00:00,2026-09-08T14:24:49+00:00,north,east,3.48,1309,cancelled,13.82
